1 0 371 41 42 . 1 53.5
1 0 371 41 42 . 3 60.4
1 0 371 41 42 . 6 67.2
1 0 371 41 42 . 9 70.9
1 0 371 41 42 . 12 76.2
1 0 371 41 42 . 15 81.1
1 0 371 41 42 . 18 .
1 0 371 41 42 . 24 89.5
1 0 371 41 42 . 36 95.9
2 1 289 27 32 10 1 54.5
2 1 289 27 32 10 3 58.8
2 1 289 27 32 10 6 66
2 1 289 27 32 10 9 69.1
2 1 289 27 32 10 12 74.5
2 1 289 27 32 10 15 78.2
2 1 289 27 32 10 18 81.2
2 1 289 27 32 10 24 86.7
2 1 289 27 32 10 36 .
3 1 283 23 31 4 1 49.5
3 1 283 23 31 4 3 56
3 1 283 23 31 4 6 61.9
3 1 283 23 31 4 9 64.1
3 1 283 23 31 4 12 67.9
3 1 283 23 31 4 15 69.6
3 1 283 23 31 4 18 73.8
3 1 283 23 31 4 24 .
3 1 283 23 31 4 36 85.1
4 0 444 24 35 1 1 56.9
4 0 444 24 35 1 3 64.6
4 0 444 24 35 1 6 70
4 0 444 24 35 1 9 72.5
4 0 444 24 35 1 12 76.1
4 0 444 24 35 1 15 80.4
4 0 444 24 35 1 18 82.3
4 0 444 24 35 1 24 87.9
4 0 444 24 35 1 36 94.3
5 1 354 19 28 8 1 56.7
5 1 354 19 28 8 3 63.1
5 1 354 19 28 8 6 .
5 1 354 19 28 8 9 73.1
5 1 354 19 28 8 12 77.3
5 1 354 19 28 8 15 81.8
5 1 354 19 28 8 18 83.5
5 1 354 19 28 8 24 88.9
5 1 354 19 28 8 36 99.1
6 1 406 27 27 8 1 56.1
6 1 406 27 27 8 3 61.9
6 1 406 27 27 8 6 67.9
6 1 406 27 27 8 9 72.3
6 1 406 27 27 8 12 77.3
6 1 406 27 27 8 15 79.9
6 1 406 27 27 8 18 82.3
6 1 406 27 27 8 24 88.3
6 1 406 27 27 8 36 97.5
7 1 321 28 27 5 1 52.2
7 1 321 28 27 5 3 56.6
7 1 321 28 27 5 6 66.5
7 1 321 28 27 5 9 71.2
7 1 321 28 27 5 12 .
7 1 321 28 27 5 15 .
7 1 321 28 27 5 18 .
7 1 321 28 27 5 24 .
7 1 321 28 27 5 36 .
8 0 382 37 37 1 1 53.5
8 0 382 37 37 1 3 61
8 0 382 37 37 1 6 68.1
8 0 382 37 37 1 9 72.2
8 0 382 37 37 1 12 77.3
8 0 382 37 37 1 15 80.4
8 0 382 37 37 1 18 84
8 0 382 37 37 1 24 88.9
8 0 382 37 37 1 36 99.1
9 0 416 32 34 9 1 .
9 0 416 32 34 9 3 63.5
9 0 416 32 34 9 6 71.2
9 0 416 32 34 9 9 76.7
9 0 416 32 34 9 12 80.1
9 0 416 32 34 9 15 83.1
9 0 416 32 34 9 18 87.2
9 0 416 32 34 9 24 91.4
9 0 416 32 34 9 36 100.3
10 0 360 28 30 8 1 51.9
10 0 360 28 30 8 3 59.7
10 0 360 28 30 8 6 66.8
10 0 360 28 30 8 9 70.7
10 0 360 28 30 8 12 73.9
10 0 360 28 30 8 15 77.5
10 0 360 28 30 8 18 81.5
10 0 360 28 30 8 24 85.4
10 0 360 28 30 8 36 94
11 1 365 34 35 8 1 52.6
11 1 365 34 35 8 3 59.2
11 1 365 34 35 8 6 62.8
11 1 365 34 35 8 9 67.3
11 1 365 34 35 8 12 71.2
11 1 365 34 35 8 15 75.4
11 1 365 34 35 8 18 78.3
11 1 365 34 35 8 24 83.2
11 1 365 34 35 8 36 91.8
12 0 429 33 29 24 1 57.6
12 0 429 33 29 24 3 64.8
12 0 429 33 29 24 6 70.9
12 0 429 33 29 24 9 75.2
12 0 429 33 29 24 12 78.8
12 0 429 33 29 24 15 82.5
12 0 429 33 29 24 18 85.2
12 0 429 33 29 24 24 90.2
12 0 429 33 29 24 36 101.6
13 0 390 23 26 6 1 .
13 0 390 23 26 6 3 62.4
13 0 390 23 26 6 6 67.8
13 0 390 23 26 6 9 73.8
13 0 390 23 26 6 12 76.9
13 0 390 23 26 6 15 79
13 0 390 23 26 6 18 81.3
13 0 390 23 26 6 24 88.3
13 0 390 23 26 6 36 95.2
14 1 . . . . 1 57.8
14 1 . . . . 3 .
14 1 . . . . 6 .
14 1 . . . . 9 .
14 1 . . . . 12 .
14 1 . . . . 15 .
14 1 . . . . 18 .
14 1 . . . . 24 .
14 1 . . . . 36 .
15 . 360 20 27 14 1 .
15 . 360 20 27 14 3 .
15 . 360 20 27 14 6 .
15 . 360 20 27 14 9 .
15 . 360 20 27 14 12 .
15 . 360 20 27 14 15 .
15 . 360 20 27 14 18 .
15 . 360 20 27 14 24 .
15 . 360 20 27 14 36 .
16 0 377 37 41 5 1 .
16 0 377 37 41 5 3 61
16 0 377 37 41 5 6 67.1
16 0 377 37 41 5 9 70.5
16 0 377 37 41 5 12 75.2
16 0 377 37 41 5 15 79
16 0 377 37 41 5 18 82.5
16 0 377 37 41 5 24 .
16 0 377 37 41 5 36 94
17 0 354 30 . . 1 56.8
17 0 354 30 . . 3 63.6
17 0 354 30 . . 6 72.4
17 0 354 30 . . 9 73.9
17 0 354 30 . . 12 78.4
17 0 354 30 . . 15 81.8
17 0 354 30 . . 18 85.2
17 0 354 30 . . 24 88.6
17 0 354 30 . . 36 98.8
18 1 394 30 30 10 1 56.2
18 1 394 30 30 10 3 61
18 1 394 30 30 10 6 68.9
18 1 394 30 30 10 9 73.2
18 1 394 30 30 10 12 77.2
18 1 394 30 30 10 15 80.1
18 1 394 30 30 10 18 84.7
18 1 394 30 30 10 24 89.5
18 1 394 30 30 10 36 98.4
19 1 329 25 29 9 1 52.7
19 1 329 25 29 9 3 61.4
19 1 329 25 29 9 6 67.4
19 1 329 25 29 9 9 71.5
19 1 329 25 29 9 12 75.9
19 1 329 25 29 9 15 78.5
19 1 329 25 29 9 18 83.5
19 1 329 25 29 9 24 86.7
19 1 329 25 29 9 36 96.5
20 1 357 23 26 20 1 55
20 1 357 23 26 20 3 59.9
20 1 357 23 26 20 6 65
20 1 357 23 26 20 9 67.8
20 1 357 23 26 20 12 .
20 1 357 23 26 20 15 77.2
20 1 357 23 26 20 18 80
20 1 357 23 26 20 24 84.8
20 1 357 23 26 20 36 94.6
21 0 380 32 37 12 1 55.8
21 0 380 32 37 12 3 62.4
21 0 380 32 37 12 6 65.9
21 0 380 32 37 12 9 .
21 0 380 32 37 12 12 .
21 0 380 32 37 12 15 .
21 0 380 32 37 12 18 .
21 0 380 32 37 12 24 .
21 0 380 32 37 12 36 .
22 0 351 31 21 11 1 .
22 0 351 31 21 11 3 .
22 0 351 31 21 11 6 .
22 0 351 31 21 11 9 76.5
22 0 351 31 21 11 12 .
22 0 351 31 21 11 15 .
22 0 351 31 21 11 18 .
22 0 351 31 21 11 24 .
22 0 351 31 21 11 36 .
23 0 306 28 34 10 1 54.6
23 0 306 28 34 10 3 59.8
23 0 306 28 34 10 6 65.8
23 0 306 28 34 10 9 69.8
23 0 306 28 34 10 12 72.5
23 0 306 28 34 10 15 76.7
23 0 306 28 34 10 18 79.2
23 0 306 28 34 10 24 83.8
23 0 306 28 34 10 36 95.2
24 1 293 22 30 14 1 51
24 1 293 22 30 14 3 58.1
24 1 293 22 30 14 6 65.1
24 1 293 22 30 14 9 69.1
24 1 293 22 30 14 12 72.7
24 1 293 22 30 14 15 76
24 1 293 22 30 14 18 79.8
24 1 293 22 30 14 24 84.5
24 1 293 22 30 14 36 .
25 1 293 33 37 17 1 51.1
25 1 293 33 37 17 3 57.6
25 1 293 33 37 17 6 63
25 1 293 33 37 17 9 68.1
25 1 293 33 37 17 12 72.2
25 1 293 33 37 17 15 75.4
25 1 293 33 37 17 18 78.4
25 1 293 33 37 17 24 84.5
25 1 293 33 37 17 36 93.3
26 0 345 35 31 2 1 54
26 0 345 35 31 2 3 61.4
26 0 345 35 31 2 6 69.7
26 0 345 35 31 2 9 74.1
26 0 345 35 31 2 12 78.2
26 0 345 35 31 2 15 83.4
26 0 345 35 31 2 18 .
26 0 345 35 31 2 24 .
26 0 345 35 31 2 36 .
