4 1 1 1992 0 2 8.8333333333 -1.166666667 63
4 2 2 1994 2.0833333333 5 10.916666667 0.9166666667 100
4 3 3 1996 3.75 6 12.583333333 2.5833333333 108
5 1 1 1992 0 0 6.3333333333 -6.666666667 49
5 2 2 1994 2 1 8.3333333333 -4.666666667 52
5 3 3 1996 3.75 2 10.083333333 -2.916666667 72
5 4 4 1998 5.75 5 12.083333333 -0.916666667 100
5 5 5 2000 7.9166666667 7 14.25 1.25 124
8 1 1 1986 0 4 10 -2 85
8 2 2 1988 2.4166666667 7 12.416666667 0.4166666667 133
8 3 3 1990 4.4166666667 9 14.416666667 2.4166666667 180
8 4 4 1992 6.3333333333 9 16.333333333 4.3333333333 160
10 1 1 1990 0 3 7.9166666667 -5.083333333 61
10 2 2 1992 1.9166666667 4 9.8333333333 -3.166666667 75
10 3 3 1994 3.9166666667 6 11.833333333 -1.166666667 105
10 4 4 1996 5.75 8 13.666666667 0.6666666667 147
11 1 1 1990 0 1 7.5833333333 -6.416666667 49
11 2 2 1992 1.9166666667 3 9.5 -4.5 65
11 3 3 1994 3.9166666667 5 11.5 -2.5 70
19 1 1 1996 0 0 5.9166666667 -5.083333333 40
19 2 2 1998 1.9166666667 2 7.8333333333 -3.166666667 52
19 3 3 2000 4.0833333333 5 10 -1 91
19 4 4 2002 6.1666666667 6 12.083333333 1.0833333333 120
22 1 1 1994 0 0 6.3333333333 -5.666666667 45
22 2 2 1996 1.8333333333 2 8.1666666667 -3.833333333 64
22 3 3 1998 3.9166666667 4 10.25 -1.75 81
22 4 4 2000 5.9166666667 6 12.25 0.25 115
22 5 5 2002 7.9166666667 9 14.25 2.25 130
30 1 1 1992 0 3 9.75 -2.25 64
30 2 2 1994 1.9166666667 5 11.666666667 -0.333333333 85
30 3 3 1996 4.0833333333 7 13.833333333 1.8333333333 116
31 1 1 1996 0 1 7.4166666667 -4.583333333 45
31 2 2 1998 2.0833333333 4 9.5 -2.5 65
31 3 3 2000 4 5 11.416666667 -0.583333333 95
31 4 4 2002 6 8 13.416666667 1.4166666667 105
35 1 1 1990 0 0 5.1666666667 -6.833333333 50
35 2 2 1992 1.75 1 6.9166666667 -5.083333333 48
35 3 4 1996 5.9166666667 5 11.083333333 -0.916666667 75
35 4 5 1998 7.8333333333 7 13 1 92
48 1 1 1990 0 3 9.0833333333 -1.916666667 55
48 2 2 1992 1.9166666667 5 11 0 73
48 3 3 1994 3.8333333333 7 12.916666667 1.9166666667 96
49 1 1 1990 0 0 6.4166666667 -5.583333333 48
49 2 2 1992 1.8333333333 2 8.25 -3.75 62
49 3 3 1994 3.8333333333 4 10.25 -1.75 87
49 4 4 1996 5.8333333333 6 12.25 0.25 98
49 5 5 1998 8 9 14.416666667 2.4166666667 105
62 1 1 1996 0 1 7.1666666667 -5.833333333 45
62 2 2 1998 1.9166666667 3 9.0833333333 -3.916666667 55
62 3 3 2000 4 5 11.166666667 -1.833333333 82
66 1 1 1986 0 3 8.3333333333 -3.666666667 60
66 2 2 1988 2.6666666667 6 11 -1 92
66 3 3 1990 4.5833333333 8 12.916666667 0.9166666667 98
66 4 4 1992 6.5 10 14.833333333 2.8333333333 98
67 1 1 1992 0 0 6.25 -3.75 47
67 2 2 1994 2 2 8.25 -1.75 57
